Title,Description,Publisher,Link,Published Time,processed_text
South Korea fined Meta $15.67M for illegally collecting and sharing Facebook users,"South Korea fined Meta $15.67M for illegally collecting and sharing Facebook users’ sensitive data, including political views and sexual orientation, with advertisers. South Korea’s data privacy watchdog, Personal Information Protection Commission (PIPC), fin…",Securityaffairs.com,https://securityaffairs.com/170618/digital-id/south-korea-fined-meta-15-67m.html,06-11-2024 12:00,south korea fined meta illegally collecting sharing facebook user sensitive data including political view sexual orientation advertiser south korea data privacy watchdog personal information protection commission pipc fin
"Lmcg Investments LLC Decreases Position in Meta Platforms, Inc. (NASDAQ:META)","Lmcg Investments LLC lowered its position in Meta Platforms, Inc. (NASDAQ:META – Free Report) by 1.3% in the third quarter, HoldingsChannel reports. The institutional investor owned 22,032 shares of the social networking company’s stock after selling 298 shar…",ETF Daily News,https://www.etfdailynews.com/2024/11/06/lmcg-investments-llc-decreases-position-in-meta-platforms-inc-nasdaqmeta/,06-11-2024 11:34,lmcg investment llc lowered position meta platform inc nasdaqmeta free report third quarter holdingschannel report institutional investor owned share social networking company stock selling shar
Tech leaders plan $800 Tel Aviv - New York return fares,"DemocraTech announced it is holding talks to operate an airline between Israel and the US between January and March, intending to open it up to the general public.",The Jerusalem Post,https://www.jpost.com/international/article-827810,06-11-2024 10:30,democratech announced holding talk operate airline israel u january march intending open general public
Synology fixed critical flaw impacting millions of DiskStation and BeePhotos NAS devices,"Synology addressed a critical vulnerability in DiskStation and BeePhotos NAS devices that could lead to remote code execution. Taiwanese vendor Synology has addressed a critical security vulnerability, tracked as CVE-2024-10443, that impacts DiskStation and B…",Securityaffairs.com,https://securityaffairs.com/170602/hacking/synology-fixed-critical-bug-in-diskstation-and-beephotos-nas.html,06-11-2024 09:09,synology addressed critical vulnerability diskstation beephotos na device could lead remote code execution taiwanese vendor synology addressed critical security vulnerability tracked cve impact diskstation b
DJT stock surges in premarket trading as Trump clinches election win,"It's set to be another volatile trading session for Trump Media & Technology Group (DJT), the home of Republican nominee Donald Trump's social media platform...",Yahoo Entertainment,https://finance.yahoo.com/news/djt-stock-surges-in-premarket-trading-as-trump-clinches-election-win-071432845.html,06-11-2024 07:14,set another volatile trading session trump medium technology group djt home republican nominee donald trump social medium platform
DJT stock jumps in after-hours trading as Trump gains election edge,"It's set to be another volatile trading session for Trump Media & Technology Group (DJT), the home of Republican nominee Donald Trump's social media platform...",Yahoo Entertainment,https://finance.yahoo.com/news/djt-stock-jumps-in-after-hours-trading-as-trump-gains-election-edge-071432307.html,06-11-2024 07:14,set another volatile trading session trump medium technology group djt home republican nominee donald trump social medium platform
Dublin Airport set to exceed passenger cap this year,"The best news, analysis and comment from The Irish Times business desk",The Irish Times,https://www.irishtimes.com/business/2024/11/06/dublin-airport-set-to-exceed-passenger-cap-this-year/,06-11-2024 06:34,best news analysis comment irish time business desk
ETMarkets PMS Talk: Identifying 'Compounding Machines': Sundaram’s strategy for high growth stocks,"It’s not just last month, the strategy has seen a good turnaround in performance in the last 6 months and in the last 6 years, it has created high single-digit alpha over the Nifty50 index.",The Times of India,https://economictimes.indiatimes.com/markets/expert-view/etmarkets-pms-talk-identifying-compounding-machines-sundarams-strategy-for-high-growth-stocks/articleshow/114972156.cms,06-11-2024 03:30,last month strategy seen good turnaround performance last month last year created high singledigit alpha nifty index
Company executives are speaking out on Election Day: Starbucks' Howard Schultz calls for a peaceful transition of power,"Business leaders including Howard Schultz, Elon Musk, and Reid Hoffman weigh in on Election Day for Donald Trump, Kamala Harris — or simply peace.",Business Insider,https://www.businessinsider.com/election-day-executives-speak-trump-harris-starbucks-meta-musk-2024-11,05-11-2024 22:01,business leader including howard schultz elon musk reid hoffman weigh election day donald trump kamala harris simply peace
"ToxicPanda Android banking trojan targets Europe and LATAM, with a focus on Italy","The ToxicPanda Android malware has infected over 1,500 devices, enabling attackers to perform fraudulent banking transactions. Cleafy researchers spotted a new Android banking malware, dubbed ToxicPanda, which already infected over 1,500 Android devices. The …",Securityaffairs.com,https://securityaffairs.com/170605/malware/toxicpanda-android-malware-targets-italy.html,05-11-2024 21:25,toxicpanda android malware infected device enabling attacker perform fraudulent banking transaction cleafy researcher spotted new android banking malware dubbed toxicpanda already infected android device
Bridging AI and business innovation: Angelina You’s mission to transform customer service with Statifi,"With a focus on the growing needs of businesses, Statifi presents AI-powered solutions for customer service
The post Bridging AI and business innovation: Angelina You’s mission to transform customer service with Statifi appeared first on Digital Journal.",Digital Journal,https://www.digitaljournal.com/tech-science/bridging-ai-and-business-innovation-angelina-yous-mission-to-transform-customer-service-with-statifi/article,05-11-2024 18:47,focus growing need business statifi present aipowered solution customer service post bridging ai business innovation angelina yous mission transform customer service statifi appeared first digital journal
Meta’s military push is as much about the battle for open-source AI as it is about actual battles,"Meta makes its model available to the U.S. military with a pitch that's largely about defending its ""open source AI"" framing.",Fortune,https://fortune.com/2024/11/05/metas-military-push-battle-for-open-source-ai/,05-11-2024 16:43,meta make model available u military pitch thats largely defending open source ai framing
Meta Makes Its Llama AI Model Available to US Government Agencies,"Meta announced a shift in its AI policy, saying it will make its Llama AI models available to US government agencies for defense and national security needs.",WebProNews,https://www.webpronews.com/meta-makes-its-llama-ai-model-available-to-us-government-agencies/,05-11-2024 15:47,meta announced shift ai policy saying make llama ai model available u government agency defense national security need
A detailed analysis of game statistics of professional tennis players: An inferential and machine learning approach,"Tennis, a widely enjoyed sport, motivates athletes and coaches to optimize training for competitive success. This retrospective predictive study examines anthropometric features and statistics of 1990 tennis players in the 2022 season, using 20,040 data point…",Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0309085,05-11-2024 14:00,tennis widely enjoyed sport motivates athlete coach optimize training competitive success retrospective predictive study examines anthropometric feature statistic tennis player season using data point
Meta gives US government its powerful AI after China took it and weaponized it,"Meta has announced that it will make its powerful artificial intelligence models available to US governments, including those working on defense. Continue reading at TweakTown >",TweakTown,https://www.tweaktown.com/news/101511/meta-gives-us-government-its-powerful-ai-after-china-took-it-and-weaponized/index.html,05-11-2024 12:32,meta announced make powerful artificial intelligence model available u government including working defense continue reading tweaktown
U.S. CISA adds PTZOptics camera bugs to its Known Exploited Vulnerabilities catalog,U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds PTZOptics PT30X-SDI/NDI camera bugs to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added the following vulnerabilities to its K…,Securityaffairs.com,https://securityaffairs.com/170595/security/u-s-cisa-adds-ptzoptics-camera-bugs-to-its-known-exploited-vulnerabilities-catalog.html,05-11-2024 12:23,u cybersecurity infrastructure security agency cisa add ptzoptics ptxsdindi camera bug known exploited vulnerability catalog u cybersecurity infrastructure security agency cisa added following vulnerability k
Canadian authorities arrested alleged Snowflake hacker,"Canadian authorities arrested a suspect linked to multiple hacks following a breach of cloud data platform Snowflake earlier this year. Canadian law enforcement agencies arrested a suspect, Alexander “Connor” Moucka (aka Judische and Waifu), who is accused of…",Securityaffairs.com,https://securityaffairs.com/170587/cyber-crime/canadian-authorities-arrested-snowflake-hacker.html,05-11-2024 11:19,canadian authority arrested suspect linked multiple hack following breach cloud data platform snowflake earlier year canadian law enforcement agency arrested suspect alexander connor moucka aka judische waifu accused
"Android flaw CVE-2024-43093 may be under limited, targeted exploitation","Google warned that a vulnerability, tracked as CVE-2024-43093, in the Android OS is actively exploited in the wild. Threat actors are actively exploiting a vulnerability, tracked as CVE-2024-43093, in the Android OS, Google warns. The vulnerability is a privi…",Securityaffairs.com,https://securityaffairs.com/170581/uncategorized/cve-2024-43093-android-flaw-actively-exploited.html,05-11-2024 08:51,google warned vulnerability tracked cve android o actively exploited wild threat actor actively exploiting vulnerability tracked cve android o google warns vulnerability privi
OpenAI Newly Released SimpleQA Helps Reveal That Generative AI Blatantly And Alarmingly Overstates What It Knows,"OpenAI released SimpleQA, a new benchmark for generative AI. During the work, they uncovered a serious qualm about AI being supremely overconfident. Here's the scoop.",Forbes,https://www.forbes.com/sites/lanceeliot/2024/11/05/openai-newly-released-simpleqa-helps-reveal-that-generative-ai-blatantly-and-alarmingly-overstates-what-it-knows/,05-11-2024 07:11,openai released simpleqa new benchmark generative ai work uncovered serious qualm ai supremely overconfident here scoop
Metaplanet Joins CoinShares' Blockchain Equity Index in First Global Listing,Metaplanet is touting enhanced shareholder value through “disciplined Bitcoin accumulation” following its inclusion in the CoinShares Index.,Decrypt,https://decrypt.co/290172/metaplanet-joins-coinshares-blockchain-equity-index-in-first-global-listing,05-11-2024 05:06,metaplanet touting enhanced shareholder value disciplined bitcoin accumulation following inclusion coinshares index
Meta's Llama models now available to U.S. government agencies,"Meta is making its open source AI model, Llama, available to U.S. government agencies for use in defense and national security applications. Read more...",Neowin,https://www.neowin.net/news/metas-llama-models-now-available-to-us-government-agencies/,05-11-2024 04:10,meta making open source ai model llama available u government agency use defense national security application read
Trump or Harris? The Stakes Couldn’t Be Higher,"This post Trump or Harris? The Stakes Couldn’t Be Higher appeared first on Daily Reckoning.
We'll see what America thinks tomorrow
The post Trump or Harris? The Stakes Couldn’t Be Higher appeared first on Daily Reckoning.",Dailyreckoning.com,https://dailyreckoning.com/trump-or-harris-the-stakes-couldnt-be-higher/,04-11-2024 23:00,post trump harris stake couldnt higher appeared first daily reckoning well see america think tomorrow post trump harris stake couldnt higher appeared first daily reckoning
All of the winners from The Drum Awards for Advertising 2024,"FCB Chicago took the Grand Prix for its work with Dramamine, while David Madrid received the President’s Award for its work with JCDecaux.As part of The Drum’s annual Awards Festival, today we celebrated The Drum Awards for Advertising.Taking home the top pri…",The Drum,https://www.thedrum.com/news/2024/11/04/all-the-winners-the-drum-awards-advertising-2024,04-11-2024 23:00,fcb chicago took grand prix work dramamine david madrid received president award work jcdecauxas part drum annual award festival today celebrated drum award advertisingtaking home top pri
Amazon's a company investors can 'put money to work in': Analyst,"Big tech companies, including Amazon (AMZN), Meta Platforms (META), and Alphabet (GOOG, GOOGL), posted solid third earnings this season. Despite the strong...",Yahoo Entertainment,https://finance.yahoo.com/video/amazons-company-investors-put-money-225700217.html,04-11-2024 22:57,big tech company including amazon amzn meta platform meta alphabet goog googl posted solid third earnings season despite strong
"July 2024 ransomware attack on the City of Columbus impacted 500,000 people","The July 2024 ransomware attack that hit the City of Columbus, Ohio, exposed the personal and financial data of 500,000 individuals. On July 18, 2024, the City of Columbus, Ohio, suffered a cyber attack that impacted the City’s services. On July 29, 2024, the…",Securityaffairs.com,https://securityaffairs.com/170568/data-breach/city-of-columbus-ransomware-attack-impacted-500000-people.html,04-11-2024 22:53,july ransomware attack hit city columbus ohio exposed personal financial data individual july city columbus ohio suffered cyber attack impacted city service july
Stock market today: Dow leads stocks lower as Wall Street braces for Election Day,Investors are bracing for a week of potentially huge market-moving events — the presidential election and the Federal Reserve policy decision.,Yahoo Entertainment,https://finance.yahoo.com/news/live/stock-market-today-dow-leads-stocks-lower-as-wall-street-braces-for-election-day-210042676.html,04-11-2024 21:00,investor bracing week potentially huge marketmoving event presidential election federal reserve policy decision
COTI CEO: ‘Privacy is a Building Block’,"For Shahaf Bar-Geffen, CEO of COTI, blockchain privacy is more than just a narrative—it’s a “fundamental” necessity for Web3.",Decrypt,https://decrypt.co/289381/coti-ceo-privacy-is-a-building-block,04-11-2024 18:01,shahaf bargeffen ceo coti blockchain privacy narrativeits fundamental necessity web
Nigerian man Sentenced to 26+ years in real estate phishing scams,Nigerian Kolade Ojelade gets 26 years in U.S. for phishing scams that stole millions by hacking email accounts. A Nigerian national was sentenced to 26 years in prison in the US for stealing millions by compromising the email accounts of real estate businesse…,Securityaffairs.com,https://securityaffairs.com/170561/cyber-crime/nigerian-man-26-years-jail-phishing-scams.html,04-11-2024 14:28,nigerian kolade ojelade get year u phishing scam stole million hacking email account nigerian national sentenced year prison u stealing million compromising email account real estate businesse
28-Year-Old Software Developer Who Retired After Working Just 7 Years Shares His Stock Portfolio and Story–'I Do Not Regret It One Bit',"As living costs soar, many Americans are rushing to save and invest to achieve financial independence or ensure a comfortable retirement. A recent Gallup...",Yahoo Entertainment,https://finance.yahoo.com/news/28-old-software-developer-retired-140016497.html,04-11-2024 14:00,living cost soar many american rushing save invest achieve financial independence ensure comfortable retirement recent gallup
"Mapping schistosomiasis risk landscapes and implications for disease control: A case study for low endemic areas in the Middle Paranapanema river basin, São Paulo, Brazil",Author summary Schistosomiasis is a Neglected Tropical Disease whose transmission in Brazil is related to human contact with water contaminated by the trematode parasite Schistosoma mansoni. The national prevalence survey from 2011–2015 revealed a decline in …,Plos.org,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0012582,04-11-2024 14:00,author summary schistosomiasis neglected tropical disease whose transmission brazil related human contact water contaminated trematode parasite schistosoma mansoni national prevalence survey revealed decline
"The hour of reckoning in the US, oligarchs applying pressure and making demands, the cabinet reshuffle and Schinas, the tax troubles of Kasselakis’ father with the IRS","Hello, the hour of reckoning has arrived for the new leader of the free world, and naturally, this week, something quite dramatic would need to happen to shift the spotlight from this major event that occurs once every four years and politically, geostrategic…",Protothema.gr,https://en.protothema.gr/2024/11/04/the-hour-of-reckoning-in-the-us-oligarchs-applying-pressure-and-making-demands-the-cabinet-reshuffle-and-schinas-the-tax-troubles-of-kasselakis-father-with-the-irs/,04-11-2024 10:12,hello hour reckoning arrived new leader free world naturally week something quite dramatic would need happen shift spotlight major event occurs every four year politically geostrategic
Russian disinformation campaign active ahead of 2024 US election,"U.S. intel says Russia made a fake video claiming Haitians voted illegally in Georgia, aiming to spread election disinformation. U.S. intel reports Russia created a fake viral video falsely claiming Haitians illegally voted multiple times in Georgia, aiming t…",Securityaffairs.com,https://securityaffairs.com/170551/intelligence/russia-disinformation-us-election-2024.html,04-11-2024 10:07,u intel say russia made fake video claiming haitian voted illegally georgia aiming spread election disinformation u intel report russia created fake viral video falsely claiming haitian illegally voted multiple time georgia aiming
36 Google Ads Statistics You Should Know,Discover the latest Google Ads statistics. Stay ahead with industry-specific data and trend forecasts.,Semrush.com,https://www.semrush.com/blog/google-ads-statistics/,04-11-2024 09:27,discover latest google ad statistic stay ahead industryspecific data trend forecast
"Generative AI faces bottlenecks from limited data, rising resource demands, and copper shortages","Generative AI requires ample resources, yet challenges such as limited high-quality data, rising freshwater and electricity consumption in data centers, and a widening copper supply gap may emerge as critical bottlenecks to AI progress.",Digitimes,https://www.digitimes.com/news/a20241031PD212/genai-data-demand-copper.html,04-11-2024 07:27,generative ai requires ample resource yet challenge limited highquality data rising freshwater electricity consumption data center widening copper supply gap may emerge critical bottleneck ai progress
International law enforcement operation shut down DDoS-for-hire platform Dstat.cc,"German police shut down DDoS-for-hire platform Dstat.cc and arrested two men accused of operating the site used for launching DDoS attacks. German police shut down the DDoS-for-hire platform Dstat.cc that allowed its customers to launch DDoS attacks. Two men,…",Securityaffairs.com,https://securityaffairs.com/170540/cyber-crime/german-police-shut-down-ddos-for-hire-platform-dstat-cc.html,04-11-2024 06:24,german police shut ddosforhire platform dstatcc arrested two men accused operating site used launching ddos attack german police shut ddosforhire platform dstatcc allowed customer launch ddos attack two men
"Dividend Investor Earning $9,495 Per Month Regrets Not Focusing on Dividends Sooner, Shares His 10 Stock, ETF Picks",Major technology stocks like Meta Platforms and Microsoft fell after their latest earnings as Wall Street was spooked by their mounting expenses and AI...,Yahoo Entertainment,https://finance.yahoo.com/news/dividend-investor-earning-9-495-160013510.html,03-11-2024 16:00,major technology stock like meta platform microsoft fell latest earnings wall street spooked mounting expense ai
SECURITY AFFAIRS MALWARE NEWSLETTER – ROUND 18,Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international landscape. Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international …,Securityaffairs.com,https://securityaffairs.com/170532/malware/security-affairs-malware-newsletter-round-18.html,03-11-2024 14:23,security affair malware newsletter includes collection best article research malware international landscape security affair malware newsletter includes collection best article research malware international
Security Affairs newsletter Round 496 by Pierluigi Paganini – INTERNATIONAL EDITION,"A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. Chinese threat…",Securityaffairs.com,https://securityaffairs.com/170525/breaking-news/security-affairs-newsletter-round-496-by-pierluigi-paganini-international-edition.html,03-11-2024 14:13,new round weekly securityaffairs newsletter arrived every week best security article security affair free email box enjoy new round weekly securityaffairs newsletter including international press chinese threat
US Election 2024 – FBI warning about fake election videos,"US Election 2024 – The FBI warned that two fake videos on X spread false claims of ballot fraud and misinformation about Kamala Harris’s husband. In a post on X on Saturday, the Federal Bureau of Investigation (FBI) said the two videos were spreading rumours …",Securityaffairs.com,https://securityaffairs.com/170514/security/us-election-2024-fbi-warning-about-fake-election-videos.html,03-11-2024 12:10,u election fbi warned two fake video x spread false claim ballot fraud misinformation kamala harris husband post x saturday federal bureau investigation fbi said two video spreading rumour
Chinese threat actors use Quad7 botnet in password-spray attacks,"Microsoft warns Chinese threat actors are using the Quad7 botnet to carry out password-spray attacks and steal credentials. Chinese threat actors use the Quad7 botnet in password-spray attacks to steal credentials, Microsoft warns. Quad7 botnet, also known as…",Securityaffairs.com,https://securityaffairs.com/170503/malware/quad7-botnet-used-by-chinese-threat-actors.html,03-11-2024 10:09,microsoft warns chinese threat actor using quad botnet carry passwordspray attack steal credential chinese threat actor use quad botnet passwordspray attack steal credential microsoft warns quad botnet also known
"Week in review: Windows Themes spoofing bug “returns”, employees phished via Microsoft Teams","Here’s an overview of some of last week’s most interesting news, articles, interviews and videos: Patching problems: The “return” of a Windows Themes spoofing vulnerability Despite two patching attempts, a security issue that may allow attackers to compromise…",Help Net Security,https://www.helpnetsecurity.com/2024/11/03/week-in-review-windows-themes-spoofing-bug-returns-employees-phished-via-microsoft-teams/,03-11-2024 09:00,here overview last week interesting news article interview video patching problem return window theme spoofing vulnerability despite two patching attempt security issue may allow attacker compromise
Lawmakers are vetting the EU chief's new team. It might be tough but she has the right on her side,The influence of nationalist and populist parties on the European Union will be on public display next week when lawmakers vet new members of the bloc's increasingly powerful executive branch,ABC News,https://abcnews.go.com/International/wireStory/lawmakers-vetting-eu-chiefs-new-team-tough-side-115436406,03-11-2024 08:20,influence nationalist populist party european union public display next week lawmaker vet new member bloc increasingly powerful executive branch
Why Wiz really turned down Google’s $23B offer,"Welcome back to Week in Review. This week, we’re coming at you right off the heels of TechCrunch Disrupt! If you missed it, we’re highlighting conversations from Perplexity CEO Aravind Srinivas, WordPress co-founder Matt Mullenweg, and Disney star turned spac…",TechCrunch,https://techcrunch.com/2024/11/02/why-wiz-really-turned-down-googles-23b-offer/,02-11-2024 20:15,welcome back week review week coming right heel techcrunch disrupt missed highlighting conversation perplexity ceo aravind srinivas wordpress cofounder matt mullenweg disney star turned spac
Why Jamie Dimon is Sam Altman’s biggest competitor,"Investors have poured north of $30 billion into independent foundation model players, including OpenAI, Anthropic PBC, Cohere Inc. and Mistral AI as well as others. OpenAI itself has raised more than $20 billion. To keep pace, both Meta Platforms Inc. and xAI…",SiliconANGLE News,https://siliconangle.com/2024/11/02/jamie-dimon-sam-altmans-biggest-competitor/,02-11-2024 19:02,investor poured north billion independent foundation model player including openai anthropic pbc cohere inc mistral ai well others openai raised billion keep pace meta platform inc xai
"Nvidia to join Dow Jones Industrial Average, replacing rival chipmaker Intel","Nvidia is replacing rival chipmaker Intel in the Dow Jones Industrial Average, a shakeup to the blue-chip index that reflects the boom in artificial intelligence and a major shift in the semiconductor industry.",NBC News,https://www.nbcnews.com/business/nvidia-replaces-intel-dow-jones-rcna178524,02-11-2024 18:31,nvidia replacing rival chipmaker intel dow jones industrial average shakeup bluechip index reflects boom artificial intelligence major shift semiconductor industry
FBI arrested former Disney World employee for hacking computer menus and mislabeling allergy info,"A former Disney World employee hacked servers after being fired, altering prices, adding profanities, and mislabeling allergy info. A former Walt Disney World employee hacked servers after being fired by the company. He is accused of changing prices, adding p…",Securityaffairs.com,https://securityaffairs.com/170489/cyber-crime/former-disney-world-employee-arrested.html,02-11-2024 18:17,former disney world employee hacked server fired altering price adding profanity mislabeling allergy info former walt disney world employee hacked server fired company accused changing price adding p
NVIDIA Replaces Rival Chipmaker Intel on the Dow Jones Industrial Average,"In 1896 the Dow Jones Industrial Average (or DJIA) was created as a kind of proxy indicator for the wider stock market. ""A stock is typically added only if the company has an excellent reputation, demonstrates sustained growth and is of interest to a large nu…",Slashdot.org,https://hardware.slashdot.org/story/24/11/02/0328233/nvidia-replaces-rival-chipmaker-intel-on-the-dow-jones-industrial-average,02-11-2024 17:34,dow jones industrial average djia created kind proxy indicator wider stock market stock typically added company excellent reputation demonstrates sustained growth interest large nu
